name,description,image,perfumeHouse,openNotes,heartNotes,baseNotes,detailURL
Midgardenia,"Capture the true essence of nature’s beauty.. A stroll through a northern Italian flower garden, where silence speaks to the soul through the scent of nature’s most beautiful creations; Gardenia, Heliotrope, Jasmine and Moss.. An interlude to be embraced and experienced each time the MidGardenia candle is lit..",https://www.xerjoff.com/4451-large_default/midgardenia-candle-200gr.jpg,Xerjoff,"[""gardenia""]","[""heliotrope"", ""tuberose""]","[""jasmine"", ""moss""]",https://www.xerjoff.com/scented-candles-limoges-collection/10015-midgardenia-candle-200gr-8054320901556.html
Nio,"A woody aromatic character defines the Nio Xerjoff perfume, which takes its name from a meteorite which showered over Japan in the late 19th century.. Created by Xerjoff's master perfumers, this aromatic infusion of Mediterranean citrus and spice is an olfactory experience to behold.. With top notes of bergamot, rose pepper and nutmeg, it leads to an earthy heart of jasmine and green leaves..",https://www.xerjoff.com/3569-large_default/nioparfum-50ml.jpg,Xerjoff,"[""bergamot"", ""cardamom"", ""nutmeg"", ""rose pepper"", ""tunisian neroli""]","[""green leaves"", ""jasmine""]","[""amber"", ""cedar wood"", ""guaiac wood"", ""haitian vetiver""]",https://www.xerjoff.com/shooting-stars/172-nioparfum-50ml-8033488151553.html
Torino23,"A scent synonymous with the centuries-old sport for Xerjoff’s third year as Silver Partner for the Nitto ATP Finals in Turin.. Timeless and traditional, TORINO23 evokes the class and sophistication that lies at the heart of tennis.. TORINO23 awakens the senses with a fresh hit of bergamot, which settles as delicate hues of rose and cardamom combine in the top notes..",https://www.xerjoff.com/4694-large_default/torino23-eau-de-parfum-50ml.jpg,Xerjoff,"[""bergamot"", ""cardamom"", ""nutmeg"", ""rose""]","[""jasmine"", ""neroli"", ""tuberose"", ""ylang-ylang""]","[""amber"", ""cashmere wood"", ""cedarwood"", ""musk"", ""patchouli""]",https://www.xerjoff.com/nitto-atp-finals-torino/10389-torino23-eau-de-parfum-50ml.html
P.33,"Delve into the depths of Sergio Momo’s designs and become the beholder of the first creation from the Sketchbook collection that has been taken from paper to parfum with Page 33.. Exquisite and exclusive, each Tuscan hand crafted  flacon has been masterfully made using only the finest quality materials.. Floral and fruity, P.33 opens with fresh hits of bergamot, grapefruit, apple and baie rose, which leads to an elegant heart of iris, cinnamon and cypress..",https://www.xerjoff.com/4084-large_default/p33-parfum-sketchbook-xerjoff.jpg,Xerjoff,"[""apple"", ""bergamot"", ""grapefruit""]","[""cinnamon"", ""iris""]","[""amber"", ""cedarwood"", ""musk""]",https://www.xerjoff.com/sketchbook/9768-p33-parfum-sketchbook-xerjoff-8054320900627.html
Dolce Amalfi,"Take an unforgettable journey across the Amalfi Coast with this beguiling scent.
Romantic and beautiful, Dolce Amalfi Casamorati immediately evokes the ancient roads of its namesake town, with gourmand top notes of apple, saffron, quince and cardamom.
Intense heart notes of clove bud, incense and tolu balsam lead to a woody base accord of vanilla, tonka bean and cedarwood.",https://www.xerjoff.com/5013-large_default/dolce-amalfieau-de-parfum-30ml.jpg,Xerjoff,"[""saffron"", ""cardamom"", ""quince""]","[""clove bud"", ""tolu balsam"", ""incense""]","[""amber"", ""cedarwood"", ""musk"", ""tonka bean"", ""vanilla""]",https://www.xerjoff.com/dolce-amalfi/291-dolce-amalfieau-de-parfum-30ml-8033488150662.html
Elle Anniversary,"In honour of Elle, the first perfume born into the first collection ever created in the Xerjoff portfolio, 17/17, the much-adored scent is celebrated with the creation of Elle Anniversary, a sensual and enchanting scent inspired by the pure beauty that lies at the heart of Elle.
Graceful and floral, the true spirit of Elle is carried in the flair and elegance of Elle Anniversary, scattered with light flecks of fresh notes in the opening, with lychee and bergamot at the top.
A calming and uplifti",https://www.xerjoff.com/4761-large_default/elle-anniversary-parfum.jpg,Xerjoff,"[""bergamot"", ""lychee"", ""red fruits"", ""green apple""]","[""cashmere wood"", ""jasmine"", ""peony"", ""liquorice""]","[""patchouli"", ""amber"", ""musks"", ""sandalwood""]",https://www.xerjoff.com/1717-stone-label/10443-elle-anniversary-parfum.html
Homme Anniversary,"Xerjoff celebrates 17 years of the first chapter to grace the portfolio, the 17/17 collection, with Homme Anniversary.. Homme Anniversary stays true to its roots while paying homage to its predecessor.. A rugged yet refined leather carries the overall composition of the scent, with clove and Tonka bean weaving through the blend and finally revealing nuances of candied fruits and a warm undertone of styrax, resulting in a deep and provocative piece with a modern character..",https://www.xerjoff.com/5025-large_default/homme-anniversary-parfum-50ml.jpg,Xerjoff,"[""bergamot"", ""lemon mousse"", ""tarragon""]","[""clove"", ""leather"", ""orange blossom"", ""tonka bean""]","[""candied fruits"", ""moss"", ""styrax"", ""vanilla""]",https://www.xerjoff.com/1717-stone-label/10539-homme-anniversary-parfum-50ml.html
Fiero,"A truly refined scent for the perfume connoisseur,  Fiero Casamorati  is a spicy yet woody experience that evokes a bygone era.. Opening with fresh bergamot and lemongrass, it leads to a herbal heart of thyme, tarragon and mint, lending the scent a truly unique accord.. In Fiero Casamorati, warming notes of nutmeg, patchouli and vetiver provide a classic base..",https://www.xerjoff.com/3780-large_default/fieroeau-de-parfum-30ml.jpg,Xerjoff,"[""calabrian lemon"", ""lemongrass"", ""bergamot"", ""blood orange""]","[""mint"", ""neroli""]","[""coumarin"", ""mysore sandalwood"", ""patchouli"", ""vetiver""]",https://www.xerjoff.com/casamorati/281-fieroeau-de-parfum-30ml-8033488154578.html
Mefisto,"Irresistibly aromatic with a rich oriental nuance, Mefisto Casamorati is a unique cologne with a soothing heart.. Bursting with an opening bouquet of lavender flowers, grapefruit and bergamot, a classically floral heart of rose absolute and Florentine iris, it feels suitably Italian in character.. Mysore sandalwood, amber and musk notes add a woody base..",https://www.xerjoff.com/3825-large_default/mefistoeau-de-parfum-100ml.jpg,Xerjoff,"[""calabrian lemon"", ""lavender flowers""]","[""florentine iris"", ""rose absolute""]","[""amber"", ""cedar wood"", ""musks"", ""mysore sandalwood""]",https://www.xerjoff.com/mefisto/374-mefistoeau-de-parfum-100ml-8033488153557.html
Ascot Moon,"The Join the Club collection of Xerjoff fragrances represents a series of exclusive clubs, from art and poetry to yachting and golf.. In keeping with the rare nature of these fragrances, ingredients are kept a closely guarded secret, instead inviting the wearer to immerse themselves in the imagined world.. Ascot Moon Xerjoff is a homage to royal horse racing and polo matches, saluting the grandeur of English imperial games..",https://www.xerjoff.com/3201-large_default/ascot-mooneau-de-parfum-50ml.jpg,Xerjoff,[],[],"[""welcome""]",https://www.xerjoff.com/jtc-join-the-club/236-ascot-mooneau-de-parfum-50ml-8033488155209.html
Starlight,"Starlight is the ignition that sparks a seductive and sensual olfactory experience that is difficult to forget.. With top notes of citrus bergamot and fresh cardamom, this perfume from the Spotlight Collection travels to a comforting heart of almond, cinnamon and clove for an irresistibly alluring warmth.. The enticing base of cedar wood and amber features balsamic accords that set the senses alight..",https://www.xerjoff.com/3629-large_default/starlight-parfum.jpg,Xerjoff,"[""bergamot"", ""cardamom""]","[""almond"", ""cinnamon""]","[""amber"", ""cedarwood""]",https://www.xerjoff.com/spotlight/9045-starlight-parfum.html
Save Me,"Founded by Dr.. Brian May and Anne Brummer with the intent of safeguarding wildlife, the Save Me perfume was launched to make a significant contribution to the defence of wild animals’ wellness.. The association works in partnership with NGOs, the government and the business field with the aim of bringing change at all sustainability levels..",https://www.xerjoff.com/3642-large_default/save-me.jpg,Xerjoff,"[""camomile"", ""cyclamen"", ""jasmine"", ""pink pepper""]","[""gardenia"", ""mimosa"", ""tuberose"", ""ylang ylang""]","[""musk"", ""sandalwood""]",https://www.xerjoff.com/spray-to-help/9692-save-me-8033488159696.html
Italica,"Discover the intoxicating charms of Italica, part of the Casamorati collection.. Warm and full-bodied, Italica opens to creamy top notes of almond and milk, warmed by hints of spicy saffron that leads to a sweet heart of bourbon, vanilla and irresistible toffee.. Notes of deep sandalwood and white musk provide a classic base..",https://www.xerjoff.com/4094-large_default/italica.jpg,Xerjoff,"[""almond"", ""saffron""]","[""toffee"", ""vanilla""]","[""white musk"", ""cedarwood"", ""sandalwood""]",https://www.xerjoff.com/italica/9743-italica-8054320900283.html
Fiero,"A truly refined scent for the perfume connoisseur, Fiero Casamorati is a spicy yet woody experience that evokes a bygone era.
Opening with fresh bergamot and lemongrass, it leads to a herbal heart of thyme, tarragon and mint, lending the scent a truly unique accord.
In Fiero Casamorati, warming notes of nutmeg, patchouli and vetiver provide a classic base.",https://www.xerjoff.com/3777-large_default/fieroeau-de-parfum-100ml.jpg,Xerjoff,"[""calabrian lemon"", ""lemongrass"", ""bergamot"", ""blood orange""]","[""mint"", ""neroli""]","[""coumarin"", ""mysore sandalwood"", ""patchouli"", ""vetiver""]",https://www.xerjoff.com/fiero/372-fieroeau-de-parfum-100ml-8033488153571.html
Symphonium,"A scent which intriguingly evokes mystery with rows of delectable notes beside a warm aura of extravagant woodiness.. Symphonium unveils piquant Spanish mandarin and mouth-watering orange juice.. Heart-melting and evocative like a poem, Symphonium sings like a chorus of divine voices..",https://www.xerjoff.com/3486-large_default/symphonium-100ml.jpg,Xerjoff,"[""spanish mandarin orange""]",[],"[""musk""]",https://www.xerjoff.com/1717-stone-label/9384-symphonium-100ml-8033488155551.html
Tony Iommi Monkey Special,"After the great success of Xerjoff Blends’ first multisensorial interaction between perfume and music, we are delighted to announce the Tony Iommi Monkey Special perfume is now available for purchase in 100ml.. Drench yourself in darkness with one of the most celebrated creations from the Xerjoff Blends Collection.. This Xerjoff Blends Rock Edition sees Black Sabbath's legendary guitarist, Tony Iommi, unify his monolithic riffs with Xerjoff's esteemed expertise to create the first multisensorial interaction primarily between music and perfume in an unexpected and unique olfactory venture..",https://www.xerjoff.com/4716-large_default/tony-iommi-monkey-special-parfum-100ml.jpg,Xerjoff,"[""passion fruit"", ""bergamot"", ""bulgarian geranium"", ""rhum""]","[""cinnamon""]","[""caramel"", ""labdanum musk"", ""sandalwood"", ""vanilla""]",https://www.xerjoff.com/blends/10415-tony-iommi-monkey-special-parfum-100ml.html
Tony Iommi Monkey Special,"This Xerjoff Blends Rock Edition sees Black Sabbath's legendary guitarist, Tony Iommi, unify his monolithic riffs with Xerjoff's esteemed expertise to create the first multisensorial interaction primarily between music and perfume in an unexpected and unique olfactory venture.. The Tony Iommi Monkey Special by Xerjoff Blends is what rock 'n' roll in the late '60s was for Iommi.. Xerjoff pays homage to Tony’s Italian roots with tantalising top notes of bergamot from Reggio Calabria, rum, Bulgarian Geranium and passion fruit, opening to cinnamon, Bulgarian rose and patchouli at the heart..",https://www.xerjoff.com/4320-large_default/tony-iommi-monkey-special-parfum-50ml.jpg,Xerjoff,"[""passion fruit"", ""bergamot"", ""bulgarian geranium"", ""rhum""]","[""cinnamon""]","[""caramel"", ""labdanum musk"", ""sandalwood"", ""vanilla""]",https://www.xerjoff.com/blends/9809-tony-iommi-monkey-special-parfum-50ml.html
Bellanotte,"The celestial night sky is the blanket to the beautiful Botanical gardens in South East Asia. The night air is tinged with the intoxicating notes of jasmine, sweetly seductive notes of benzoin and oud that combine to create a unique aura even before the candle is lit.
Each candle is made with vegetable wax encased in a beautiful candle vessel that adds decadence and beauty to the ambience.",https://www.xerjoff.com/5236-large_default/bella-notte-candle-750gr.jpg,Xerjoff,"[""bergamot"", ""mandarin"", ""pink pepper""]","[""floral"", ""patchouli"", ""sambac jasmine"", ""saffron""]","[""balsamic"", ""sandalwood"", ""benzoin"", ""oud""]",https://www.xerjoff.com/scented-candles-scentimento-collection/10568-bella-notte-candle-750gr-8054320903802.html
Kampuchea Noir,"Wild pure Cambodian oud distilled from aged oud chips. Dark, black dark, and green, it displays a highly arcane and intoxicating sensuality merged with the animality of oud wood.
A straight, woody and bitter sour oud, extracted with utmost sincere efforts to preserve the nature and reality of the wood.",https://www.xerjoff.com/5168-large_default/kampuchea-noir-attar-oil-15ml.jpg,Xerjoff,[],[],"[""pure"", ""first grade cambodian oud oil""]",https://www.xerjoff.com/xj-oud/199-kampuchea-noir-attar-oil-15ml-8033488152660.html
Amabile,"The perfume structure of Amabile follows the path laid down by Accento and Erba Pura; timeless avant-garde perfumes recognizable for their sparklingly fresh top notes; pleasantly acidic notes of fresh fruits blended with floral and spicy notes.The result is an exceptional perfume that is particularly persistent over time, a widely recognized result that has inspired many. Amabile has an exquisite ingredient structure that perfectly matches the style of its two predecessors.",https://www.xerjoff.com/5080-large_default/amabile-eau-de-parfum-100ml.jpg,Xerjoff,"[""amalfi lemon"", ""calabrian bergamot"", ""green apple""]","[""guatemalan cardamom"", ""jasmine"", ""orange blossom"", ""pink pepper""]","[""cedar atlas"", ""indonesian patchouli"", ""mexican vanilla veracruz"", ""white musk""]",https://www.xerjoff.com/xerjoff-vibe-collection/9683-amabile-eau-de-parfum-100ml.html
Shunkoin,"The Join the Club collection of Xerjjoff fragrances represents a series of exclusive clubs, from art and poetry to yachting and golf.. In keeping with the rare nature of these fragrances, ingredients are kept a closely guarded secret, instead inviting the wearer to immerse themselves in the imagined world.. Be still and serene with Shunkoin, Xerjoff's world of spiritual wellbeing..",https://www.xerjoff.com/3274-large_default/shunkoineau-de-parfum-50ml.jpg,Xerjoff,[],[],"[""welcome""]",https://www.xerjoff.com/jtc-join-the-club/242-shunkoineau-de-parfum-50ml-8033488155261.html
Italica,"Created exclusively for Harvey Nichols, Italica Casamorati is a delicious gourmand scent that is truly irresistible.. Exquisite top notes of saffron, Sicilian almonds and silky milk notes that whisper with impossible delicacy.. In Italica Casamorati a sweet, warm heart of Bourbon vanilla and buttery toffee leads the nose to a luscious base of sandalwood, cedar wood and white musk..",https://www.xerjoff.com/4093-large_default/italica.jpg,Xerjoff,"[""almond"", ""saffron""]","[""toffee"", ""vanilla""]","[""white musk"", ""cedarwood"", ""sandalwood""]",https://www.xerjoff.com/italica/9659-italica.html
Gran Ballo,"A joyful expression of the innocence of young love,   Gran Ballo  takes the senses on a spin in the grand palace.
Inspired by the grandeur of    18th century aristocratic parties,  where young girls sought out their own Prince Charming, this perfume is a    floral  and    fruity  ode to tradition.
Wild berries and mandarin lead to a heart of honeysuckle and gardenia while the base is warmed with amber and caramel.",https://www.xerjoff.com/3792-large_default/gran-balloeau-de-parfum-30ml.jpg,Xerjoff,"[""wild berries"", ""mandarin""]","[""gardenia"", ""jasmine sambac""]","[""amber"", ""caramel"", ""sandalwood"", ""vanilla""]",https://www.xerjoff.com/casamorati/289-gran-balloeau-de-parfum-30ml-8033488154493.html
Opera,"The extravagant beauty of Opera has to be experienced to be believed.. Turkish Rose top notes immediately captivate while warming leather and amber sit at the heart, blended with accords of ylang-ylang and nutmeg.. Basenotes of patchouli, vanilla and Haitian vetiver add a depth that can’t be ignored..",https://www.xerjoff.com/4773-large_default/opera-eau-de-parfum-100ml.jpg,Xerjoff,"[""fruity basket turkish rose""]","[""leather amber"", ""nutmeg"", ""ylang-ylang""]","[""haitian vetiver musk"", ""patchouli"", ""vanilla""]",https://www.xerjoff.com/xerjoff-vibe-collection/10458-opera-eau-de-parfum-100ml.html
Empiryan,"Inspired by ancient cosmologies and what is known as the “highest heaven”, Empiryan opens to earthy notes of cypriol and the warm, yet sweet herbaceous notes of tobacco leaves.
An experience which grounds the wearer with green, earthy notes, gradually transports the senses to an ethereal state of calm and sacredness as incense and cedar are released at the heart. Delicate yet compelling, Empiryan’s base of vanilla, labdanum and amber perfectly rounds up this divine scent.",https://www.xerjoff.com/4530-large_default/empiryan-parfum-100ml.jpg,Xerjoff,"[""tobacco leaves""]",[],"[""amber"", ""labdanum""]",https://www.xerjoff.com/k-blue/10135-empiryan-parfum-100ml.html
Laylati,"Intense and mysterious, Laylati is a woody and aromatic scent that captivates all that experience it.. Herbal top notes lead the nose to a cedar wood and patchouli heart, while classic base notes of vanilla and tobacco add warmth.. Soft and intense, each scent is evocative of pure luxury..",https://www.xerjoff.com/4907-large_default/laylati-eau-de-parfum-50ml.jpg,Xerjoff,[],"[""cedarwood patchouli""]","[""tobacco musk"", ""vanilla""]",https://www.xerjoff.com/xerjoff-vibe-collection/10522-laylati-eau-de-parfum-50ml.html
400,"400 JTC is now available in the new 50 ML version. The JTC 400 perfume seeks to entice, exhilarate and excite, much like the unique shopping experience that this perfume takes its inspiration from Oxford street is the world's biggest high street and offers over a mile of unrivalled shopping, and this perfume takes its inspiration from one of the most celebrated retail stores in the world, located in Oxford Street, 400, London.
The philosophy of the Join the Club Collection is to keep each perfume's ingredients secret, instead its olfactory links are to be discovered and devoured.",https://www.xerjoff.com/3195-large_default/400.jpg,Xerjoff,[],[],"[""welcome""]",https://www.xerjoff.com/jtc-join-the-club/9747-400-8054320900276.html
Levar Del Sole,"With the new dawn arises new hope.. Levar del Sole poeticises on the skin.. Literally translated as “rising of the sun”, Levar del Sole is the perfume inspired by the immortal phoenix..",https://www.xerjoff.com/4988-large_default/levar-del-sole-eau-de-parfum-30ml.jpg,Xerjoff,"[""lemon"", ""rose"", ""apple"", ""bergamot"", ""orange""]","[""cardamom"", ""jasmine"", ""lily"", ""violet""]","[""caramel"", ""musk"", ""oakmoss"", ""tonka bean"", ""benzoin"", ""patchouli""]",https://www.xerjoff.com/casamorati/10534-levar-del-sole-eau-de-parfum-30ml.html
Erba Pura,"Erba Pura is an enticing elixir that captivates and charms.. Fresh, fruity and thoroughly contemporary in spirit, it blends top notes of Sicilian orange and lemon with a Mediterranean fruit basket at the heart.. White musk, amber and Madagascar vanilla beans sit at the base and reveal themselves slowly as time goes by..",https://www.xerjoff.com/4738-large_default/erba-pura-eau-de-parfum-50ml.jpg,Xerjoff,"[""calabrian bergamot""]","[""mediterranean fruits""]","[""white musk""]",https://www.xerjoff.com/xerjoff-vibe-collection/10437-erba-pura-eau-de-parfum-50ml.html
Amabile,"The perfume structure of Amabile follows the path laid down by Accento and Erba Pura; timeless avant-garde perfumes recognizable for their sparklingly fresh top notes; pleasantly acidic notes of fresh fruits blended with floral and spicy notes.The result is an exceptional perfume that is particularly persistent over time, a widely recognized result that has inspired many. Amabile has an exquisite ingredient structure that perfectly matches the style of its two predecessors.",https://www.xerjoff.com/5084-large_default/amabile-eau-de-parfum-50ml.jpg,Xerjoff,"[""amalfi lemon"", ""calabrian bergamot"", ""green apple""]","[""guatemalan cardamom"", ""jasmine"", ""orange blossom"", ""pink pepper""]","[""cedar atlas"", ""indonesian patchouli"", ""mexican vanilla veracruz"", ""white musk""]",https://www.xerjoff.com/xerjoff/9684-amabile-eau-de-parfum-50ml.html
Torino21,"Xerjoff celebrates the most significant tennis tournament held in Turin, Italy, with the intoxicating notes of TORINO21.. A vigorously energetic perfume that transports the wearer to the tennis courts.. Upliftingly fresh and dynamic, TORINO21 evokes the adrenaline and triumph of the accelerated atmosphere of a fast-paced match..",https://www.xerjoff.com/4972-large_default/torino21-tennis-club-eau-de-parfum.jpg,Xerjoff,[],[],"[""welcome""]",https://www.xerjoff.com/jtc-join-the-club/10531-torino21-tennis-club-eau-de-parfum.html
40 Knots,"The Join the Club collection of Xerjoff perfumes represents a series of exclusive clubs, from art and poetry to yachting and golf.. In keeping with the rare nature of these scents, ingredients are kept a closely guarded secret, instead inviting the wearer to immerse themselves in the imagined world.. Be transported to the luxurious sailing lifestyle on the mesmerising Mediterranean sea with 40 KNOTS..",https://www.xerjoff.com/3183-large_default/40-knotseau-de-parfum-50ml.jpg,Xerjoff,[],[],"[""welcome""]",https://www.xerjoff.com/jtc-join-the-club/233-40-knotseau-de-parfum-50ml-8033488155148.html
Trueblue,"Set sail from the Sicilian city of Siracusa to the crystal waters of Crete in a day.. As the sun beams on the Sicilian island, intriguing citrus nuances fill the air with bergamot, blending with floral hints of neroli and velvety white flowers.. As the candle slowly burns, the senses make their way to the Greek island, where earthy notes of vetiver envelope the senses in a warm and lustrous embrace..",https://www.xerjoff.com/5228-large_default/true-blue-candle-170gr.jpg,Xerjoff,"[""bergamot"", ""neroli""]","[""petit grain"", ""white flowers""]","[""cedarwood"", ""vetiver""]",https://www.xerjoff.com/scented-candles-scentimento-collection/10567-true-blue-candle-170gr-8054320903819.html
Golden Moka,Golden Moka is a truly tantalising explosion of rich coffee and enlivening citrus.,https://www.xerjoff.com/3172-large_default/golden-moka-eau-de-parfum-50ml.jpg,Xerjoff,"[""blood oranges"", ""lemons"", ""mandarin""]","[""amber"", ""cambodian oud"", ""coffee absolute"", ""incense"", ""rose absolute""]","[""green accord"", ""incense"", ""labdanum""]",https://www.xerjoff.com/coffee-break/404-golden-moka-eau-de-parfum-50ml-8033488157890.html
Aridal,"Scouring the smouldering sands of the Western Sahara, Moroccan truffle hunters came across an awe-inspiring discovery.. Scattered in the sand, a lunar meteorite whose name has been given to the latest perfume in the Shooting Stars collection was found: Aridal.. Distinguished yet graceful, Aridal opens to soft spicy specks of nutmeg and pink pepper, alluring the senses to a charismatic heart of orris, cashmere wood and jasmine that caresses the skin..",https://www.xerjoff.com/4593-large_default/aridal-eau-de-parfum-50ml.jpg,Xerjoff,"[""cypress"", ""elemi"", ""nutmeg"", ""pink pepper""]","[""cashmere wood"", ""italian orris"", ""jasmine"", ""patchouli""]","[""dry woods"", ""papyrus"", ""benzoin"", ""sandalwood""]",https://www.xerjoff.com/shooting-stars/10146-aridal-eau-de-parfum-50ml.html
Damarose,"The intoxicating floral scent of Damarose has a seductive power like no other.. Opening with fresh lemon and bergamot, the true star of this scent lies at the heart, with an exquisite blend of Damascus rose absolute and Bulgarian rose dancing across the skin.. A base of sandalwood, patchouli and vetiver offers a comforting warmth that grounds the floral notes..",https://www.xerjoff.com/3402-large_default/damaroseparfum-100ml.jpg,Xerjoff,"[""bergamot"", ""freesia"", ""lemon"", ""red berries""]","[""bulgarian rose"", ""damascus rose absolute"", ""florentine iris""]","[""amber"", ""musks"", ""patchouli"", ""rosewood"", ""sandalwood"", ""vanilla"", ""vetiver""]",https://www.xerjoff.com/1717-stone-label/389-damaroseparfum-100ml-8033488155520.html
Allende,"Allende perfume is as rare as the meteorite from which it takes its name.. An intoxicating vortex of vanilla and magnolia, this gourmand scent is beautifully sophisticated, with the most delicate, elegant character.. In Allende by Xerjoff, top notes of Madagascar vanilla and magnolia come to life on the skin at first touch, gently leading the nose to a heart of cocoa and vanilla..",https://www.xerjoff.com/3498-large_default/allendeparfum-50ml.jpg,Xerjoff,"[""vanilla madagascar magnolia""]","[""vanilla madagascar cocoa""]","[""vanilla madagascar""]",https://www.xerjoff.com/shooting-stars/417-allendeparfum-50ml.html
Mefisto,"Irresistibly aromatic with a rich oriental nuance, Mefisto Casamorati     is a unique cologne with a soothing heart.. Bursting with an opening bouquet of lavender flowers, grapefruit and bergamot, a classically floral heart of rose absolute and Florentine iris, it feels suitably Italian in character.. Mysore sandalwood, amber and musk notes add a woody base..",https://www.xerjoff.com/3822-large_default/mefistoeau-de-parfum-30ml.jpg,Xerjoff,"[""calabrian lemon"", ""lavender flowers""]","[""florentine iris"", ""rose absolute""]","[""amber"", ""cedar wood"", ""musks"", ""mysore sandalwood""]",https://www.xerjoff.com/casamorati/283-mefistoeau-de-parfum-30ml-8033488154554.html
Lira,"Mysterious and provocative, Lira Casamorati makes a striking statement.. Simple and understated, it packs a punch that is hard to resist.. Fresh bergamot and blood orange top notes lead the nose to a classic heart of rose, jasmine and liquorice blossom..",https://www.xerjoff.com/4097-large_default/lira-eau-de-parfum-30ml.jpg,Xerjoff,"[""blood orange lavender flowers"", ""bergamot""]","[""cinnamon"", ""jasmine"", ""rose""]","[""caramel"", ""musks"", ""vanilla""]",https://www.xerjoff.com/lira/286-lira-eau-de-parfum-30ml.html
Naxos,"Be transported to the heart of Sicily with Naxos, where top notes of fresh bergamot, lemon and lavender lead to an inspiring heart of cinnamon, honey and cashmere.. Xerjoff Naxos is steeped in heritage with a contemporary twist.. This classically Italian scent  is a bright and brilliant breath of fresh air..",https://www.xerjoff.com/3130-large_default/naxos-eau-de-parfum.jpg,Xerjoff,"[""lemon"", ""bergamot"", ""lavender""]","[""cashmere"", ""cinnamon"", ""honey"", ""jasmine sambac""]","[""vanilla"", ""tobacco leaf"", ""tonka beans""]",https://www.xerjoff.com/xerjoff-1861-collection/201-naxos-eau-de-parfum.html
Decas,"Decas celebrates 10 years since the release of the first perfume in the Xerjoff 1861 collection, and evokes an inspiring mood with zesty notes of Calabrian mandarin.
Intriguing and opulent, top notes of tuberose and tobacco lead the nose towards a heart of Italian orris and rich, ceremonial benzoin, emulating the regal atmosphere of historic Italy. Smoky, soft opopanax warms at the heart of the fragrance whilst notes of musk, balsam and vanilla provide a grounding base.",https://www.xerjoff.com/3137-large_default/decas-eau-de-parfum.jpg,Xerjoff,"[""tobacco"", ""tuberose brazilian mandarin""]","[""benzoin opoponax"", ""italian tuscany orris""]","[""musk"", ""tolu balsam vanilla bourbon""]",https://www.xerjoff.com/xerjoff-1861-collection/9727-decas-eau-de-parfum.html
Erba Pura,"Erba Pura is an enticing elixir that captivates and charms.. Fresh, fruity and thoroughly contemporary in spirit, it blends top notes of Sicilian orange and lemon with a Mediterranean fruit basket at the heart.. White musk, amber and Madagascar vanilla beans sit at the base and reveal themselves slowly as time goes by..",https://www.xerjoff.com/4730-large_default/erba-pura-eau-de-parfum-100ml.jpg,Xerjoff,"[""calabrian bergamot""]","[""mediterranean fruits""]","[""white musk""]",https://www.xerjoff.com/xerjoff-vibe-collection/10436-erba-pura-eau-de-parfum-100ml.html
Amber Gold & Rose Gold,"The Amber Gold & Rose Gold perfume duo is rare, precious and undeniably awe-inspiring.. Designed to be worn separately or mixed on the skin to create endless combinations, this harmonious set of blending perfumes creates a compelling symphony on the skin.. Vibrant Amber Gold Xerjoff with juicy citrus and spicy florals combines with the rich, exoticism of Rose Gold Xerjoff, defined by a joyful heart of geranium..",https://www.xerjoff.com/3611-large_default/amber-gold-rose-gold-parfum-2x50ml.jpg,Xerjoff,"[""bulgarian rose"", ""coriander"", ""tangerine""]","[""almond"", ""egyptian geranium"", ""orange flower"", ""tobacco flower""]","[""amber"", ""indonesian patchouly"", ""musk"", ""musk buddah wood"", ""patchouly""]",https://www.xerjoff.com/mixing-experience/436-amber-gold-rose-gold-parfum-2x50ml.html
Newcleus,"Based on an entirely alcohol-free formula, Newcleus is unlike any perfume from the Xerjoff portfolio.. Breaking boundaries, Newcleus is composed of precious alginate spheres which hold the scented oil within each single sphere.. The encapsulated scent is only released once the pearls burst upon application, thus baptising the wearer in the charming and elegant scent that lies within..",https://www.xerjoff.com/5126-large_default/newcleus-eau-de-parfum-alcohol-free.jpg,Xerjoff,"[""soft rose petals""]","[""caramel"", ""soft rose petals"", ""white musk""]","[""sandalwood"", ""soft rose petals"", ""vanilla"", ""white musk""]",https://www.xerjoff.com/xerjoff-sans/10550-newcleus-eau-de-parfum-alcohol-free.html
Xxy,"The true beauty of XXY lies in its unique, androgynous character.. Inspired by the notion of a feminine and masculine divide, this fruity floral scent is delicately sprinkled with warm spices, for an intriguing and unconventional perfume.. Top notes of Calabrian bergamot and grapefruit lead to a precious heart of ylang-ylang and black pepper..",https://www.xerjoff.com/3496-large_default/xxyparfum-50ml.jpg,Xerjoff,"[""grapefruit"", ""peach""]","[""florentine iris"", ""jasmine"", ""ylang-ylang""]","[""haitian vetiver"", ""musks"", ""mysore sandalwood"", ""patchouli"", ""vanilla""]",https://www.xerjoff.com/1717-stone-label/245-xxyparfum-50ml-8033488155476.html
