name,description,image,perfumeHouse,openNotes,heartNotes,baseNotes,detailURL
Leo,"LeoExtrait de Parfum 100 mlCollection:Tiziana Terenzi, LunaLeo is a large zodiacal constellation in the northern hemisphere, which is easily identifiable in the months between December and June; in the boreal hemisphere, its presence in the east after sunset indicates the imminent arrival of spring, while in the austral hemisphere it becomes a typical constellation for late summer and autumn skies.
Its unmistakable form, hurled into the celestial vault, immediately instils us with strength and elegance.",https://terenziboutique.com/wp-content/uploads/2022/08/TTPROF_LEO_A-2-600x635.jpg,Tiziana Terenzi,"[""rose"", ""jasmine"", ""violet"", ""magnolia"", ""bergamot"", ""orange"", ""mandarin"", ""sandalwood"", ""benzoin"", ""myrrh"", ""musk"", ""ambergris"", ""leaves""]","[""rose"", ""jasmine"", ""violet"", ""magnolia"", ""sandalwood"", ""benzoin"", ""myrrh"", ""musk"", ""ambergris"", ""leaves""]","[""sandalwood"", ""benzoin"", ""musk""]",https://terenziboutique.com/en/product/leo/
Telea,"TeleaExtrait de Parfum 100 mlCollection:Tiziana Terenzi, Sea StarsTelea is the name of a very distant and magical star shrouded in mystery.",https://terenziboutique.com/wp-content/uploads/2020/10/TTPROF_TEL_A-4-600x635.jpg,Tiziana Terenzi,"[""rose"", ""jasmine"", ""bergamot"", ""orange"", ""vetiver"", ""patchouli"", ""agarwood"", ""musk"", ""ambergris"", ""pear""]","[""jasmine"", ""vetiver"", ""patchouli"", ""agarwood"", ""musk"", ""ambergris""]","[""vetiver"", ""agarwood"", ""musk"", ""ambergris""]",https://terenziboutique.com/en/product/telea/
Rosso Pompei,"Rosso PompeiExtrait de Parfum 100 mlCollection:Luna Special, Tiziana TerenziPaolo and Tiziana’s never-ending journey brings them to a city suspended in the time of the Roman Empire.",https://terenziboutique.com/wp-content/uploads/2022/08/TTPROF_POM_A-600x635.jpg,Tiziana Terenzi,"[""jasmine"", ""lily"", ""magnolia"", ""tuberose"", ""lily of the valley"", ""lemon"", ""grapefruit"", ""sandalwood"", ""cedar"", ""patchouli"", ""ambergris"", ""grape""]","[""jasmine"", ""lily"", ""magnolia"", ""tuberose"", ""lily of the valley"", ""sandalwood"", ""cedar"", ""patchouli"", ""ambergris""]","[""sandalwood"", ""cedar"", ""patchouli""]",https://terenziboutique.com/en/product/rosso-pompei/
Pisces,"PiscesExtrait de Parfum 100 mlCollection:Tiziana Terenzi, LunaPaolo and Tiziana’s wonderful magical journey of discovering the constellations and the stars continues, together with their grandfather Guglielmo, in the discovery of Pisces.",https://terenziboutique.com/wp-content/uploads/2024/07/TTPROF_PIS_A-600x635.jpg,Tiziana Terenzi,"[""rose"", ""lemon"", ""sandalwood"", ""patchouli"", ""saffron"", ""musk"", ""ambergris"", ""leather"", ""thyme"", ""lavender""]","[""sandalwood"", ""patchouli"", ""musk"", ""ambergris"", ""leather"", ""thyme"", ""lavender""]","[""sandalwood"", ""musk"", ""ambergris"", ""thyme""]",https://terenziboutique.com/en/product/pisces-2/
Kirké,"KirkéExtrait de Parfum 100 mlCollection:Classica Gold, Tiziana TerenziAn enchanting place is found just south of Rome.",https://terenziboutique.com/wp-content/uploads/2020/06/TTPROF_KIR_A-600x635.jpg,Tiziana Terenzi,"[""lily"", ""lily of the valley"", ""sandalwood"", ""patchouli"", ""vanilla"", ""passion fruit""]","[""lily"", ""lily of the valley"", ""sandalwood"", ""patchouli"", ""vanilla""]","[""sandalwood"", ""patchouli"", ""vanilla""]",https://terenziboutique.com/en/product/kirke/
Moro di Venezia,"Moro di VeneziaExtrait de Parfum 100 mlCollection:Luna Special, Tiziana TerenziA trip to the most mysterious city in beautiful Italy, Venice.",https://terenziboutique.com/wp-content/uploads/2021/02/TTPROF_MOROV_A-600x635.jpg,Tiziana Terenzi,"[""jasmine"", ""lily"", ""violet"", ""lily of the valley"", ""bergamot"", ""grapefruit"", ""musk"", ""ambergris"", ""moss""]","[""jasmine"", ""lily"", ""violet"", ""lily of the valley"", ""musk"", ""ambergris"", ""moss""]","[""musk"", ""moss""]",https://terenziboutique.com/en/product/moro-di-venezia/
Smeralda,"SmeraldaExtrait de Parfum 100 mlCollection:Luna Special, Tiziana TerenziAmidst the endless blue skies and bright green waters of Sardinia, there is a place that enchants every single person that sets foot there.
It is the Emerald Coast, a stretch of land that has been sculpted by the wind and sea, where wild nature intertwines with timeless elegance.
This unique scenario is where the Mediterranean’s allure is evident in its purest form.
It is the enigmatic gaze of the Red Moon, the magical moon that fills the sky with scarlet hues each month, that offered Paolo and Tiziana the inspiration to create a new pearl for their Luna Special collection: Smeralda.
The Red Moon, a symbol of mystery and power, guiding dreams and spells, just like waves guide the sea.
While spending a summer’s evening on a hidden beach of the Emerald Coast, brother and sister were enraptured by a sunset that could have been sculpted by the universe.
The water glinted with emerald hues, dancing to the rhythm of the waves, while the air was filled with the enveloping scent of the Mediterranean scrub.
At nightfall, as the moon turned red and the place vibrated with a unique magic, the idea of transforming that very landscape into a fragrance  that could contain the eternal essence of this coast and its timeless beauty took shape.
Smeralda opens with a sparkling freshness that conjures up the first breath of sea air.",https://terenziboutique.com/wp-content/uploads/2025/03/TTPROF_SME_A-1-600x635.jpg,Tiziana Terenzi,"[""rose"", ""iris"", ""grapefruit"", ""mandarin"", ""sandalwood"", ""vetiver"", ""patchouli"", ""cinnamon"", ""ginger"", ""pepper"", ""black pepper"", ""labdanum"", ""ambergris"", ""leather"", ""vanilla"", ""mint"", ""leaves"", ""tobacco""]","[""rose"", ""iris"", ""sandalwood"", ""vetiver"", ""patchouli"", ""cinnamon"", ""labdanum"", ""ambergris"", ""leather"", ""vanilla"", ""leaves"", ""tobacco""]",[],https://terenziboutique.com/en/product/smeralda/
White Fire,"White FireExtrait de Parfum 100 mlCollection:Classica Gold, Tiziana TerenziThe silence of the snow; its dazzling white brought alive and sparkling by the flickering flames.",https://terenziboutique.com/wp-content/uploads/2020/05/TTPROF_WFI_A-600x635.jpg,Tiziana Terenzi,"[""jasmine"", ""sandalwood"", ""amber"", ""leaves""]","[""jasmine"", ""sandalwood"", ""amber""]","[""sandalwood"", ""amber""]",https://terenziboutique.com/en/product/white-fire/
Velorum,"VelorumExtrait de Parfum 100 mlCollection:Tiziana Terenzi, AssolutoThe Absolute collection expands, like the stars migrate in the heavens, with the Velorum creation: the brightest star in the Vela Constellation.
From this magic fragrance that extols the echoes of distant samba rhythms, mixed with the lapping of the waves of the powerful ocean on the contrast of exotic fruit, a new oneiric voyage opens up through the mysterious trail of the perfume of stardust.
An extremely pure and bright essence, like the candid light that the Velorum star gives off in the sky: subtle and ethereal, delicate and gentle, but at the same time powerful and reverberating, brimming with its imposing beneficent energy and harmonious persistence.",https://terenziboutique.com/wp-content/uploads/2020/06/TTASS_VELO_A-600x635.jpg,Tiziana Terenzi,"[""rose"", ""mandarin"", ""guaiac wood"", ""cinnamon"", ""cardamom"", ""nutmeg"", ""clove"", ""ginger"", ""pepper"", ""black pepper"", ""saffron"", ""musk"", ""vanilla"", ""chocolate"", ""almond"", ""passion fruit"", ""tea""]","[""guaiac wood"", ""cinnamon"", ""nutmeg"", ""clove"", ""musk"", ""vanilla"", ""chocolate"", ""almond"", ""passion fruit"", ""tea""]","[""guaiac wood"", ""musk"", ""vanilla"", ""chocolate""]",https://terenziboutique.com/en/product/velorum/
Maremma,"MaremmaExtrait de Parfum 100 mlCollection:Classica Black, Tiziana TerenziThe other stop on this wonderful journey is in Tuscany: the perhaps less romantic and less well-known hills and valleys of Maremma.",https://terenziboutique.com/wp-content/uploads/2020/06/TTPROF_MAR_A-600x635.jpg,Tiziana Terenzi,"[""jasmine"", ""bergamot"", ""sandalwood"", ""patchouli"", ""agarwood"", ""rosewood"", ""cumin"", ""amber"", ""labdanum"", ""honey"", ""powder""]","[""sandalwood"", ""patchouli"", ""agarwood"", ""rosewood"", ""cumin"", ""amber"", ""labdanum"", ""honey"", ""powder""]","[""sandalwood"", ""patchouli"", ""rosewood"", ""amber"", ""labdanum"", ""powder""]",https://terenziboutique.com/en/product/maremma/
